"OFFICE_ID","DESCRIPTION","LONGITUDE_X","LATUTUDE_Y"
"E02003634","Bedford 019",-0.444464,52.104534
"E02003637","Central Bedfordshire 019",-0.540924,51.942831
"E02003643","Central Bedfordshire 024",-0.645393,51.911197
"E02003647","Central Bedfordshire 029",-0.526052,51.886088
"E02003660","Aylesbury Vale 009",-0.639701,51.837796
"E02003663","Aylesbury Vale 012",-0.839230,51.827310
"E02003672","Aylesbury Vale 021",-0.752618,51.792929
"E02003688","South Bucks 001",-0.646081,51.607317
"E02003695","South Bucks 008",-0.515008,51.525018
"E02003701","Wycombe 006",-0.768585,51.641478
"E02003710","Wycombe 015",-0.762870,51.625277
"E02003723","Cambridge 005",0.109743,52.213498
"E02003725","Cambridge 007",0.116455,52.202866
"E02003730","Cambridge 012",0.124190,52.187080
"E02003734","East Cambridgeshire 003",0.266337,52.406218
"E02003737","East Cambridgeshire 006",0.335114,52.337105
"E02003743","Fenland 002",0.168549,52.673641
"E02003744","Fenland 003",0.165444,52.661110
"E02003745","Fenland 004",0.110971,52.634516
"E02003747","Fenland 006",-0.127906,52.558421
"E02003752","Fenland 011",0.048993,52.453841
"E02003753","Huntingdonshire 001",-0.254199,52.519118
"E02003764","Huntingdonshire 012",-0.194818,52.335459
"E02003773","Huntingdonshire 021",-0.264277,52.218379
"E02003780","South Cambridgeshire 006",0.110070,52.247545
"E02003797","Cheshire West and Chester 028",-2.888644,53.208192
"E02003803","Cheshire West and Chester 034",-2.898929,53.195934
"E02003822","Cheshire East 033",-2.286021,53.113351
"E02003837","Cheshire East 049",-2.502104,53.061262
"E02003840","Cheshire East 051",-2.593202,53.032948
"E02003856","Cheshire East 004",-2.213517,53.345060
"E02003859","Cheshire East 007",-2.342664,53.316786
"E02003870","Cheshire East 018",-2.131047,53.254993
"E02003872","Cheshire East 020",-2.137982,53.239282
"E02003883","Cheshire West and Chester 023",-2.529790,53.244009
"E02003909","Cornwall 043",-5.087716,50.262499
"E02003927","Cornwall 066",-5.131066,50.154636
"E02003928","Cornwall 071",-5.270109,50.103578
"E02003930","Cornwall 073",-5.208710,50.034591
"E02003931","Cornwall 001",-4.535424,50.828959
"E02003935","Cornwall 005",-4.359906,50.636099
"E02003944","Cornwall 057",-5.411416,50.188763
"E02003953","Cornwall 019",-4.944143,50.424299
"E02003957","Cornwall 027",-4.764949,50.387797
"E02003963","Cornwall 039",-4.779025,50.339282
"E02003965","Allerdale 001",-3.173373,54.826794
"E02003990","Carlisle 004",-2.922743,54.908915
"E02003999","Carlisle 013",-2.933491,54.865794
"E02004003","Copeland 004",-3.512205,54.524703
"E02004011","Eden 004",-2.749038,54.666205
"E02004013","Eden 006",-2.545086,54.589188
"E02004036","Amber Valley 008",-1.389480,53.041383
"E02004051","Bolsover 007",-1.218419,53.201103
"E02004066","Chesterfield 012",-1.410874,53.223452
"E02004095","High Peak 003",-1.948029,53.441365
"E02004119","South Derbyshire 002",-1.629067,52.870268
"E02004128","South Derbyshire 011",-1.591436,52.745250
"E02004134","East Devon 006",-3.443436,50.761778
"E02004149","Exeter 001",-3.526072,50.739052
"E02004152","Exeter 004",-3.523700,50.730602
"E02004156","Exeter 008",-3.532578,50.724289
"E02004159","Exeter 011",-3.484108,50.715761
"E02004187","North Devon 013",-3.838696,51.017387
"E02004193","South Hams 005",-3.922956,50.389715
"E02004223","Torridge 004",-4.202676,51.014004
"E02004227","Torridge 008",-4.364014,50.827028
"E02004233","West Devon 005",-4.145318,50.545404
"E02004253","East Dorset 011",-1.892485,50.791155
"E02004258","North Dorset 004",-2.318270,50.940040
"E02004261","North Dorset 007",-2.158768,50.861797
"E02004268","Purbeck 006",-1.966022,50.609463
"E02004271","West Dorset 003",-2.733962,50.813842
"E02004272","West Dorset 004",-2.452128,50.756219
"E02004277","West Dorset 009",-2.449647,50.711849
"E02004284","Weymouth and Portland 004",-2.454882,50.613076
"E02004298","County Durham 003",-1.845411,54.872644
"E02004303","County Durham 010",-1.831503,54.855937
"E02004314","County Durham 030",-1.574444,54.772460
"E02004315","County Durham 033",-1.593077,54.771491
"E02004340","County Durham 059",-1.643724,54.631186
"E02004345","County Durham 064",-1.788826,54.613399
"E02004369","Hastings 002",0.576387,50.874059
"E02004377","Hastings 010",0.539551,50.856204
"E02004381","Lewes 003",0.008308,50.877522
"E02004389","Lewes 011",0.099463,50.780798
"E02004400","Rother 009",0.438100,50.845471
"E02004402","Rother 011",0.474233,50.840473
"E02004420","Wealden 018",0.236270,50.870390
"E02004422","Wealden 020",0.316621,50.817079
"E02004459","Braintree 014",0.700506,51.851541
"E02004462","Braintree 017",0.636406,51.796158
"E02004468","Brentwood 005",0.331485,51.629433
"E02004470","Brentwood 007",0.298272,51.615007
"E02004493","Chelmsford 009",0.455641,51.736052
"E02004494","Chelmsford 010",0.470558,51.732826
"E02004509","Colchester 004",0.895222,51.908478
"E02004512","Colchester 007",0.900500,51.892456
"E02004513","Colchester 008",0.936621,51.887764
"E02004516","Colchester 011",0.912195,51.882697
"E02004522","Colchester 017",0.958535,51.865135
"E02004541","Epping Forest 015",0.042257,51.626522
"E02004561","Maldon 007",0.731587,51.674494
"E02004565","Rochford 003",0.659572,51.602292
"E02004575","Tendring 003",1.065268,51.940883
"E02004580","Tendring 008",1.238588,51.842084
"E02004592","Uttlesford 002",0.245974,52.018905
"E02004595","Uttlesford 005",0.198303,51.906562
"E02004598","Uttlesford 008",0.414622,51.861447
"E02004608","Cheltenham 009",-2.081424,51.895696
"E02004611","Cheltenham 012",-2.050532,51.886875
"E02004616","Cotswold 002",-1.703178,51.975729
"E02004626","Forest of Dean 001",-2.355038,51.928024
"E02004629","Forest of Dean 004",-2.499191,51.820560
"E02004632","Forest of Dean 007",-2.611146,51.795278
"E02004634","Forest of Dean 009",-2.528017,51.727122
"E02004639","Gloucester 004",-2.249981,51.860312
"E02004642","Gloucester 007",-2.211269,51.851370
"E02004650","Gloucester 015",-2.276078,51.822824
"E02004654","Stroud 004",-2.245942,51.748083
"E02004656","Stroud 006",-2.208938,51.746105
"E02004666","Tewkesbury 001",-2.122324,51.999119
"E02004667","Tewkesbury 002",-2.153432,51.993455
"E02004670","Tewkesbury 005",-2.060971,51.945761
"E02004672","Tewkesbury 007",-2.184564,51.885428
"E02004674","Tewkesbury 009",-2.158926,51.846174
"E02004681","Basingstoke and Deane 007",-1.085464,51.283868
"E02004699","East Hampshire 003",-0.980581,51.148008
"E02004703","East Hampshire 007",-1.047359,51.110703
"E02004707","East Hampshire 011",-0.937175,51.010952
"E02004717","Eastleigh 006",-1.369943,50.965122
"E02004719","Eastleigh 008",-1.299216,50.962858
"E02004720","Eastleigh 009",-1.341098,50.929433
"E02004734","Fareham 008",-1.175269,50.851096
"E02004746","Gosport 006",-1.193927,50.801316
"E02004753","Hart 003",-0.789346,51.333417
"E02004755","Hart 005",-0.844872,51.289915
"E02004774","Havant 013",-0.941782,50.852809
"E02004775","Havant 014",-0.975091,50.853080
"E02004779","New Forest 001",-1.794042,50.932145
"E02004789","New Forest 011",-1.402375,50.854692
"E02004796","New Forest 018",-1.626103,50.758798
"E02004808","Rushmoor 007",-0.745475,51.278255
"E02004816","Test Valley 003",-1.467074,51.211484
"E02004818","Test Valley 005",-1.508861,51.206317
"E02004825","Test Valley 012",-1.446305,50.979124
"E02004835","Winchester 007",-1.317451,51.063278
"E02004841","Winchester 013",-1.218889,50.895676
"E02004842","Winchester 014",-1.068044,50.900181
"E02004870","Dacorum 015",-0.462931,51.753081
"E02004873","Dacorum 018",-0.482942,51.746067
"E02004884","East Hertfordshire 007",0.152978,51.862608
"E02004889","East Hertfordshire 012",-0.024082,51.814657
"E02004910","North Hertfordshire 002",-0.017969,52.049109
"E02004912","North Hertfordshire 004",-0.185248,51.986523
"E02004913","North Hertfordshire 005",-0.165136,51.942672
"E02004920","North Hertfordshire 012",-0.286715,51.952120
"E02004923","North Hertfordshire 015",-0.219563,51.855619
"E02004945","Stevenage 002",-0.201438,51.916831
"E02004989","Welwyn Hatfield 010",-0.241423,51.764192
"E02004992","Welwyn Hatfield 013",-0.232261,51.749073
"E02004999","Ashford 004",0.864123,51.156107
"E02005000","Ashford 005",0.874053,51.141679
"E02005004","Ashford 009",0.873087,51.123371
"E02005021","Canterbury 012",1.057260,51.295464
"E02005023","Canterbury 014",1.095086,51.283856
"E02005025","Canterbury 016",1.090129,51.272833
"E02005028","Dartford 001",0.230382,51.454935
"E02005029","Dartford 002",0.285035,51.447371
"E02005030","Dartford 003",0.208330,51.447789
"E02005051","Dover 011",1.296879,51.137512
"E02005056","Gravesham 002",0.366683,51.440120
"E02005057","Gravesham 003",0.390737,51.436691
"E02005071","Maidstone 004",0.523407,51.280943
"E02005073","Maidstone 006",0.511293,51.269970
"E02005075","Maidstone 008",0.487467,51.268177
"E02005080","Maidstone 013",0.552732,51.246768
"E02005082","Maidstone 015",0.573927,51.238560
"E02005107","Shepway 006",1.151620,51.085400
"E02005118","Swale 004",0.790567,51.418199
"E02005121","Swale 007",0.738232,51.361809
"E02005123","Swale 009",0.718937,51.348219
"E02005129","Swale 015",0.895033,51.313991
"E02005132","Thanet 001",1.394421,51.389263
"E02005149","Tonbridge and Malling 001",0.490714,51.327386
"E02005150","Tonbridge and Malling 002",0.439377,51.328413
"E02005151","Tonbridge and Malling 003",0.435168,51.303426
"E02005154","Tonbridge and Malling 006",0.306415,51.291149
"E02005155","Tonbridge and Malling 007",0.403824,51.269205
"E02005160","Tonbridge and Malling 012",0.276860,51.196144
"E02005162","Tunbridge Wells 001",0.384583,51.178330
"E02005196","Chorley 008",-2.645765,53.661068
"E02005202","Chorley 014",-2.602217,53.617844
"E02005204","Fylde 002",-2.882900,53.785349
"E02005208","Fylde 006",-3.027639,53.753680
"E02005210","Fylde 008",-2.997763,53.744197
"E02005212","Hyndburn 001",-2.405867,53.786034
"E02005213","Hyndburn 002",-2.380755,53.775088
"E02005215","Hyndburn 004",-2.359747,53.758291
"E02005217","Hyndburn 006",-2.376774,53.749043
"E02005221","Lancaster 001",-2.771140,54.130348
"E02005236","Lancaster 016",-2.890965,54.043802
"E02005237","Lancaster 017",-2.809799,54.043288
"E02005239","Lancaster 019",-2.788638,54.004825
"E02005264","Preston 012",-2.717453,53.769825
"E02005265","Preston 013",-2.752583,53.767614
"E02005269","Preston 017",-2.704276,53.755764
"E02005280","Rossendale 003",-2.195359,53.702935
"E02005322","Wyre 004",-2.969127,53.917613
"E02005338","Blaby 006",-1.194577,52.584913
"E02005346","Charnwood 002",-1.202244,52.775374
"E02005347","Charnwood 003",-1.218257,52.773530
"E02005351","Charnwood 007",-1.235059,52.765512
"E02005353","Charnwood 009",-1.204198,52.759232
"E02005354","Charnwood 010",-1.221640,52.754242
"E02005358","Charnwood 014",-1.140560,52.720392
"E02005365","Charnwood 021",-1.092306,52.676260
"E02005369","Harborough 003",-1.002043,52.544186
"E02005371","Harborough 005",-1.041942,52.529483
"E02005373","Harborough 007",-0.932006,52.481189
"E02005376","Harborough 010",-1.207589,52.458336
"E02005382","Hinckley and Bosworth 006",-1.314831,52.574171
"E02005407","North West Leicestershire 011",-1.369374,52.715689
"E02005409","North West Leicestershire 013",-1.396814,52.691416
"E02005418","Boston 002",-0.037831,52.981199
"E02005424","East Lindsey 001",-0.046100,53.491724
"E02005439","East Lindsey 016",-0.183910,53.110260
"E02005444","Lincoln 003",-0.541242,53.239884
"E02005445","Lincoln 004",-0.524294,53.235081
"E02005446","Lincoln 005",-0.548900,53.231464
"E02005452","Lincoln 011",-0.563740,53.196304
"E02005453","North Kesteven 001",-0.482826,53.209488
"E02005455","North Kesteven 003",-0.648040,53.175724
"E02005456","North Kesteven 004",-0.539431,53.177741
"E02005470","South Holland 006",-0.159127,52.791204
"E02005473","South Holland 009",-0.168437,52.781071
"E02005481","South Kesteven 006",-0.640044,52.904837
"E02005491","South Kesteven 016",-0.495317,52.654378
"E02005493","West Lindsey 002",-0.719989,53.450861
"E02005494","West Lindsey 003",-0.334377,53.388086
"E02005495","West Lindsey 004",-0.778039,53.402675
"E02005507","Breckland 005",0.939288,52.669766
"E02005518","Breckland 016",0.761098,52.419001
"E02005525","Broadland 006",1.203323,52.684475
"E02005561","King's Lynn and West Norfolk 011",0.398183,52.748569
"E02005567","King's Lynn and West Norfolk 017",0.379617,52.604371
"E02005579","North Norfolk 010",1.390306,52.822048
"E02005584","Norwich 001",1.290697,52.653758
"E02005585","Norwich 002",1.278156,52.647055
"E02005588","Norwich 005",1.225033,52.637488
"E02005589","Norwich 006",1.250751,52.636029
"E02005590","Norwich 007",1.286726,52.633569
"E02005593","Norwich 010",1.249566,52.624432
"E02005594","Norwich 011",1.284954,52.621962
"E02005597","South Norfolk 001",1.216501,52.650140
"E02005602","South Norfolk 006",1.346503,52.569251
"E02005603","South Norfolk 007",1.124904,52.573172
"E02005605","South Norfolk 009",1.237051,52.553401
"E02005607","South Norfolk 011",1.207979,52.490248
"E02005611","South Norfolk 015",1.108052,52.377565
"E02005614","Corby 003",-0.674666,52.492288
"E02005617","Corby 006",-0.716369,52.481042
"E02005624","Daventry 006",-1.162582,52.272703
"E02005630","East Northamptonshire 002",-0.468919,52.483457
"E02005631","East Northamptonshire 003",-0.534788,52.398913
"E02005636","East Northamptonshire 008",-0.607764,52.292433
"E02005638","East Northamptonshire 010",-0.597515,52.280803
"E02005640","Kettering 002",-0.819950,52.443020
"E02005645","Kettering 007",-0.732682,52.397055
"E02005649","Kettering 011",-0.692710,52.364037
"E02005678","Northampton 029",-0.937569,52.224788
"E02005683","South Northamptonshire 003",-0.891960,52.167878
"E02005701","Wellingborough 010",-0.667262,52.258423
"E02005704","Northumberland 006",-1.593974,55.331891
"E02005708","Northumberland 003",-1.873721,55.579238
"E02005720","Northumberland 008",-1.592623,55.237722
"E02005730","Northumberland 035",-2.107061,54.969488
"E02005731","Northumberland 038",-1.850882,54.960934
"E02005740","Northumberland 020",-1.572845,55.137441
"E02005749","Craven 008",-1.992814,53.899719
"E02005753","Hambleton 004",-1.429237,54.338531
"E02005764","Harrogate 004",-1.523576,54.129988
"E02005775","Harrogate 015",-1.544053,53.994513
"E02005780","Harrogate 020",-1.551888,53.979442
"E02005785","Richmondshire 004",-1.715006,54.374684
"E02005789","Ryedale 002",-0.771342,54.243916
"E02005794","Ryedale 007",-0.905949,54.102122
"E02005808","Scarborough 014",-0.297821,54.206778
"E02005812","Selby 004",-1.250495,53.792962
"E02005813","Selby 005",-1.067461,53.783337
"E02005822","Ashfield 004",-1.249253,53.128524
"E02005824","Ashfield 006",-1.277512,53.121588
"E02005831","Ashfield 013",-1.196449,53.041260
"E02005835","Bassetlaw 001",-1.062596,53.419244
"E02005873","Gedling 009",-1.125446,52.991397
"E02005878","Gedling 014",-1.094442,52.965068
"E02005886","Mansfield 007",-1.157419,53.155741
"E02005887","Mansfield 008",-1.204613,53.145449
"E02005889","Mansfield 010",-1.221945,53.141905
"E02005892","Mansfield 013",-1.184236,53.131908
"E02005893","Newark and Sherwood 001",-1.005552,53.206744
"E02005894","Newark and Sherwood 002",-1.080261,53.185356
"E02005898","Newark and Sherwood 006",-1.110799,53.112540
"E02005899","Newark and Sherwood 007",-0.801580,53.080846
"E02005903","Newark and Sherwood 011",-0.784480,53.056679
"E02005924","Cherwell 004",-1.325291,52.064971
"E02005936","Cherwell 016",-1.196388,51.856089
"E02005945","Oxford 006",-1.220267,51.760626
"E02005947","Oxford 008",-1.256659,51.754856
"E02005950","Oxford 011",-1.235568,51.746925
"E02005952","Oxford 013",-1.209672,51.739273
"E02005979","Vale of White Horse 002",-1.283544,51.739548
"E02005980","Vale of White Horse 003",-1.300634,51.693507
"E02005983","Vale of White Horse 006",-1.286950,51.674030
"E02005991","Vale of White Horse 014",-1.426140,51.591945
"E02005992","Vale of White Horse 015",-1.300578,51.592918
"E02006000","West Oxfordshire 008",-1.473846,51.790636
"E02006002","West Oxfordshire 010",-1.493579,51.784231
"E02006010","Shropshire 029",-2.486999,52.608415
"E02006014","Shropshire 035",-2.399178,52.454059
"E02006015","Shropshire 001",-2.684223,52.967708
"E02006018","Shropshire 005",-2.494338,52.902864
"E02006024","Shropshire 006",-3.040363,52.860338
"E02006025","Shropshire 007",-3.058695,52.857407
"E02006034","Shropshire 020",-2.795323,52.709629
"E02006045","Shropshire 038",-2.709046,52.371244
"E02006062","Sedgemoor 002",-2.984023,51.252569
"E02006069","Sedgemoor 009",-3.005045,51.132216
"E02006074","Sedgemoor 014",-3.009168,51.094510
"E02006105","Taunton Deane 007",-3.103316,51.022887
"E02006111","Taunton Deane 013",-3.227344,50.975058
"E02006141","East Staffordshire 011",-1.641875,52.797823
"E02006149","Lichfield 004",-1.830170,52.689053
"E02006150","Lichfield 005",-1.811073,52.684978
"E02006152","Lichfield 007",-1.835501,52.679819
"E02006154","Lichfield 009",-1.914832,52.677637
"E02006169","Newcastle-under-Lyme 012",-2.277545,53.010345
"E02006174","South Staffordshire 001",-2.109813,52.722574
"E02006179","South Staffordshire 006",-2.110254,52.650601
"E02006186","South Staffordshire 013",-2.200430,52.532795
"E02006190","Stafford 003",-2.148552,52.902945
"E02006201","Stafford 014",-2.077504,52.787865
"E02006209","Staffordshire Moorlands 006",-2.036327,53.091072
"E02006230","Babergh 004",0.958819,52.047316
"E02006233","Babergh 007",0.733369,52.042423
"E02006236","Babergh 010",1.042510,51.981083
"E02006250","Ipswich 006",1.138136,52.063566
"E02006251","Ipswich 007",1.169536,52.056312
"E02006270","Mid Suffolk 010",1.007180,52.186663
"E02006286","St Edmundsbury 014",0.446407,52.081458
"E02006293","Suffolk Coastal 007",1.418500,52.107910
"E02006296","Suffolk Coastal 010",1.260776,52.061403
"E02006313","Waveney 012",1.718353,52.443529
"E02006355","Guildford 012",-0.605682,51.244138
"E02006356","Guildford 013",-0.568958,51.240520
"E02006358","Guildford 015",-0.589214,51.238248
"E02006384","Reigate and Banstead 010",-0.174850,51.244507
"E02006385","Reigate and Banstead 011",-0.161769,51.244149
"E02006394","Runnymede 002",-0.572725,51.427754
"E02006399","Runnymede 007",-0.497051,51.374139
"E02006401","Runnymede 009",-0.496121,51.366565
"E02006405","Spelthorne 003",-0.472835,51.434723
"E02006423","Surrey Heath 008",-0.754124,51.329514
"E02006431","Tandridge 004",-0.075771,51.283640
"E02006451","Waverley 013",-0.481776,51.142344
"E02006463","Woking 008",-0.566001,51.316238
"E02006468","North Warwickshire 001",-1.612423,52.620406
"E02006470","North Warwickshire 003",-1.542782,52.575756
"E02006473","North Warwickshire 006",-1.714326,52.505461
"E02006492","Rugby 001",-1.312172,52.427102
"E02006498","Rugby 007",-1.299134,52.366366
"E02006502","Rugby 011",-1.280929,52.358732
"E02006508","Stratford-on-Avon 005",-1.428210,52.225667
"E02006511","Stratford-on-Avon 008",-1.596902,52.195769
"E02006512","Stratford-on-Avon 009",-1.716238,52.201043
"E02006515","Stratford-on-Avon 012",-1.855820,52.167267
"E02006518","Stratford-on-Avon 015",-1.624706,52.059471
"E02006523","Warwick 005",-1.503066,52.312163
"E02006525","Warwick 007",-1.530331,52.298716
"E02006528","Warwick 010",-1.522084,52.284272
"E02006529","Warwick 011",-1.594387,52.282420
"E02006530","Warwick 012",-1.565330,52.281202
"E02006531","Warwick 013",-1.531507,52.279005
"E02006537","Adur 004",-0.245187,50.834906
"E02006544","Arun 003",-0.649041,50.837413
"E02006546","Arun 005",-0.483203,50.818494
"E02006558","Arun 017",-0.678748,50.784261
"E02006568","Chichester 008",-0.775033,50.843768
"E02006572","Chichester 012",-0.760408,50.829107
"E02006573","Chichester 013",-0.861052,50.769088
"E02006574","Chichester 014",-0.785962,50.732376
"E02006578","Crawley 004",-0.178194,51.119905
"E02006589","Horsham 002",-0.308835,51.081336
"E02006593","Horsham 006",-0.326141,51.064274
"E02006597","Horsham 010",-0.452343,51.019492
"E02006600","Horsham 013",-0.489108,50.938496
"E02006604","Mid Sussex 001",-0.013528,51.131739
"E02006611","Mid Sussex 008",-0.086212,51.009535
"E02006612","Mid Sussex 009",-0.106141,50.998357
"E02006614","Mid Sussex 011",-0.109067,50.995077
"E02006631","Worthing 011",-0.369962,50.813379
"E02006637","Wiltshire 025",-1.980526,51.350651
"E02006643","Wiltshire 041",-1.656332,51.240824
"E02006650","Wiltshire 007",-1.924563,51.527253
"E02006660","Wiltshire 018",-2.191924,51.428769
"E02006663","Wiltshire 048",-1.767828,51.169233
"E02006669","Wiltshire 054",-1.890878,51.078303
"E02006679","Wiltshire 021",-2.136984,51.364015
"E02006682","Wiltshire 027",-2.249803,51.346574
"E02006691","Wiltshire 040",-2.190690,51.260092
"E02006800","Redbridge 034",0.107810,51.562287
"E02006801","Lambeth 036",-0.111664,51.501124
"E02006810","Sandwell 039",-1.975933,52.543220
"E02006811","Middlesbrough 020",-1.186472,54.529551
"E02006820","Blaby 013",-1.198412,52.648121
"E02006833","Tonbridge and Malling 014",0.408063,51.295713
"E02006837","Epsom and Ewell 010",-0.242936,51.346719
"E02006840","Torbay 019",-3.553058,50.467788
"E02006841","Gateshead 027",-1.595024,54.959210
"E02006843","Sheffield 073",-1.475646,53.385925
"E02006844","Sheffield 074",-1.479931,53.378482
"E02006850","Leicester 040",-1.135771,52.627067
"E02006851","Leicester 041",-1.131054,52.633235
"E02006852","Leeds 109",-1.584328,53.830025
"E02006853","Tower Hamlets 032",-0.021538,51.497786
"E02006856","Canterbury 020",1.072445,51.281377
"E02006860","Oldham 035",-2.127497,53.532471
"E02006861","Leeds 110",-1.565307,53.816610
"E02006863","Corby 009",-0.706576,52.472017
"E02006868","Sheffield 075",-1.446921,53.377255
"E02006869","Sheffield 076",-1.397197,53.347234
"E02006870","Ryedale 008",-0.786708,54.132321
"E02006871","Lancaster 020",-2.829410,54.064097
"E02006872","High Peak 013",-1.902911,53.321688
"E02006875","Leeds 111",-1.545765,53.797815
"E02006882","Harrow 033",-0.313041,51.591043
"E02006884","Rossendale 010",-2.242261,53.695686
"E02006886","Vale of White Horse 016",-1.614263,51.607550
"E02006887","Bristol 054",-2.581896,51.455168
"E02006893","Newcastle upon Tyne 031",-1.707327,54.999557
"E02006894","Wolverhampton 035",-2.123426,52.572520
"E02006900","Birmingham 139",-1.850758,52.473500
"E02006901","Birmingham 140",-1.859257,52.449111
"E02006903","Bassetlaw 016",-1.111439,53.318931
"E02006904","Nottingham 039",-1.142842,52.949515
"E02006906","Broxtowe 016",-1.250611,52.985051
"E02006909","Hartlepool 014",-1.249416,54.680781
"E02006911","Oadby and Wigston 009",-1.069468,52.599738
"E02006912","Manchester 055",-2.232878,53.477113
"E02006914","Manchester 057",-2.243225,53.471187
"E02006919","South Derbyshire 012",-1.565068,52.763028
"E02006922","Colchester 022",0.929622,51.898354
"E02006924","Redbridge 035",0.058322,51.570611
"E02006925","Redbridge 036",0.053640,51.583598
"E02006928","Greenwich 035",-0.018499,51.481152
"E02006929","Greenwich 036",0.010141,51.488866
"E02006932","Liverpool 060",-2.977114,53.406368
"S02001623","Canongate, Southside and Dumbiedykes",-3.181234,55.947345
"S02001932","City Centre East",-4.244458,55.860751
"S02001936","Finnieston and Kelvinhaugh",-4.288280,55.866226
"W02000010","Gwynedd 001",-4.130395,53.227530
"W02000036","Conwy 010",-3.582503,53.285825
"W02000060","Flintshire 003",-3.206290,53.277361
"W02000070","Flintshire 013",-3.052186,53.185681
"W02000072","Flintshire 015",-2.974624,53.168074
"W02000127","Pembrokeshire 002",-4.976761,51.993431
"W02000167","Carmarthenshire 026",-4.159508,51.674073
"W02000172","Swansea 005",-4.045193,51.672621
"W02000183","Swansea 016",-3.941687,51.636268
"W02000191","Swansea 024",-3.968964,51.619393
"W02000192","Swansea 025",-3.946104,51.619936
"W02000193","Swansea 026",-3.963035,51.615239
"W02000202","Neath Port Talbot 004",-3.848450,51.719793
"W02000208","Neath Port Talbot 010",-3.847665,51.658261
"W02000226","Bridgend 009",-3.505286,51.525551
"W02000228","Bridgend 011",-3.572947,51.521183
"W02000234","Bridgend 017",-3.599409,51.503002
"W02000241","The Vale of Glamorgan 005",-3.175319,51.439328
"W02000244","The Vale of Glamorgan 008",-3.188865,51.424075
"W02000248","The Vale of Glamorgan 012",-3.262718,51.408772
"W02000250","The Vale of Glamorgan 014",-3.405527,51.403153
"W02000273","Rhondda Cynon Taf 022",-3.319335,51.590150
"W02000282","Rhondda Cynon Taf 031",-3.392154,51.521328
"W02000313","Caerphilly 024",-3.232310,51.570198
"W02000339","Monmouthshire 004",-2.719070,51.811446
"W02000359","Newport 013",-2.974528,51.583502
"W02000361","Newport 015",-2.952495,51.581741
"W02000391","Cardiff 025",-3.192923,51.500890
"W02000394","Cardiff 028",-3.181296,51.495873
"W02000398","Cardiff 032",-3.176973,51.489649
"W02000399","Cardiff 033",-3.165858,51.489868
"W02000402","Cardiff 036",-3.158039,51.485387
"W02000416","Powys 021",-3.753952,51.780717
"W02000417","Neath Port Talbot 020",-3.829323,51.777131
"W02000418","Carmarthenshire 027",-4.512654,51.817054
"W02000419","Denbighshire 017",-3.467082,53.315583
"W02000420","Wrexham 020",-2.961736,53.088693
"W02000421","Ceredigion 011",-3.977253,52.341435
"W02000422","Cardiff 048",-3.169069,51.462770
"W02000423","Cardiff 049",-3.171726,51.467024
